Name,Speed,Reactants,Products,Modulus,Temps,States,Effects,Rek,Effect Color,
Sn_HNO3,0.2,Sn-HNO3,SnO2-NO2-H2O,1-4-1-2-2,0-100,3-3-3-1,FALSE,2,0xAAAAAA,
As_HNO3,0.2,As-HNO3,H3AsO4-NO2-H2O,1-3-3-2-2,0-100,3-3-3-1,FALSE,2,0xAAAAAA,
S_H2SO4conc,0.3,S-H2SO4conc,SO2-H2O,1-2-1-2,100-300,3-3-1,FALSE,3,0xFFFF00,
C_H2SO4conc,0.3,C-H2SO4conc,CO2-SO2-H2O,1-2-1-2-2,100-300,1-3-3-1,FALSE,3,0x333333,
Cu_H2SO4conc,0.2,Cu-H2SO4conc,CuSO4-SO2-H2O,1-2-1-1-2,100-300,3-3-3-1,FALSE,2,0x008000,
Zn_H2SO4conc,0.3,Zn-H2SO4conc,ZnSO4-SO2-H2O,1-2-1-1-2,100-300,3-3-3-1,FALSE,3,0xAAAAAA,
Fe_H2SO4conc,0.3,Fe-H2SO4conc,Fe2(SO4)3-SO2-H2O,2-6-1-3-2-6,100-300,3-3-3-1,FALSE,3,0xCC6600,
MnO2_HCl,0.5,MnO2-HCl,MnCl2-Cl2-H2O,1-4-1-2-1,20-200,3-3-3-1,FALSE,6,0xFFFF00,
PbO2_HCl,0.5,PbO2-HCl,PbCl2-Cl2-H2O,1-4-1-2-1,20-200,3-3-3-1,FALSE,6,0xFFFF00,
K2Cr2O7_HCl,0.4,K2Cr2O7-HCl,CrCl3-KCl-Cl2-H2O,1-6-4-2-2-7,20-200,3-3-3-1,FALSE,5,0xFFFF00,
KMnO4_HCl,0.5,KMnO4-HCl,MnCl2-KCl-Cl2-H2O,2-16-2-8-2-8,20-200,3-3-3-1,FALSE,6,0xFFFF00,
NaClO_HCl_2,0.6,NaClO-HCl_2,Cl2-NaCl-H2O,1-2-1-1-1,0-50,3-3-1,FALSE,7,0xFFFF00,
KClO3_HCl,0.5,KClO3-HCl,KCl-Cl2-H2O,1-6-1-3-1-3,20-100,3-3-3-1,FALSE,6,0xFFFF00,
CaOCl2_HCl,0.5,CaOCl2-HCl,CaCl2-Cl2-H2O,1-2-1-2-1-1,0-100,3-3-3-1,FALSE,6,0xFFFF00,
NaOCl_H2O2_2,0.4,NaOCl-H2O2_2,NaCl-O2-H2O,1-1-1-1,0-50,3-3-1,BUBBLE2,5,0xFFFFFF,
NaOCl_NH4Cl,0.4,NaOCl-NH4Cl,N2-NaCl-H2O,3-1-1-1-1-1,0-50,1-3-1,BUBBLE2,5,0xAAAAAA,
NaOCl_Na2S2O3_2,0.4,NaOCl-Na2S2O3_2,NaCl-Na2SO4-S4O6,2-1-1-1-1,0-50,3-3,FALSE,5,0xFFFFFF,
H2O2_Fe2+,0.3,H2O2-Fe2+,Fe3+-H2O,2-1-2-1,20-100,1-3,FALSE,4,0xCC6600,
H2O2_Fe3+,0.2,H2O2-Fe3+,Fe2+-O2-H2O,2-1-1-1-1,20-100,1-3,FALSE,3,0xAAAAAA,
H2O2_Cr3+,0.2,H2O2-Cr3+,Cr2O7-H2O,4-3-2-2-4,20-100,3-3-1,FALSE,3,0xFFA500,
H2O2_Co2+,0.2,H2O2-Co2+,Co3+-H2O,2-1-2-1,20-100,3-3,FALSE,3,0xFF8000,
KNO2_KMnO4,0.4,KNO2-KMnO4,KNO3-MnO2-KOH,3-2-3-1-2,20-100,3-3-2,FALSE,5,0xFFFFFF,
KNO2_H2SO4,0.3,KNO2-H2SO4,NO-HNO3-K2SO4-H2O,2-1-1-1-1-1,0-50,3-3-3-1,FALSE,4,0xAAAAAA,
KNO2_NaI,0.4,KNO2-NaI,NO-NaNO3-Na2SO4-I2-H2O,2-2-2-2-1-2,20-100,3-3-3-3-1,FALSE,5,0xFFFF00,
NH4Cl_KNO2,0.4,NH4Cl-KNO2,N2-KCl-H2O,1-1-1-2-1,0-100,1-3-1,BUBBLE2,5,0xAAAAAA,
NH4NO2_KNO2,0.3,NH4NO2-KNO2,N2-KNO3-H2O,1-1-1-1,0-100,1-3-1,BUBBLE2,4,0xAAAAAA,
NaNO2_Al_NaOH,0.3,NaNO2-Al-NaOH,N2-Al(OH)3-Na,2-2-1-6-6,20-100,3-3-3,FALSE,4,0xAAAAAA,
NH4Cl_NaOCl,0.4,NH4Cl-NaOCl,N2-NaCl-H2O,1-1-1-1-1,0-100,1-3-1,BUBBLE2,5,0xAAAAAA,
NaClO_CoCl2,0.3,NaClO-CoCl2,Co(OH)3-NaCl,1-3-3-1-3,20-100,3-3,FALSE,4,0xFF8000,
NaClO_NiCl2,0.3,NaClO-NiCl2,Ni(OH)3-NaCl,1-3-3-1-3,20-100,3-3,FALSE,4,0x90EE90,
NaClO_FeCl2,0.3,NaClO-FeCl2,Fe(OH)3-NaCl,1-3-3-1-3,20-100,3-3,FALSE,4,0xCC6600,
NaClO_CrCl3,0.3,NaClO-CrCl3,CrO4-NaCl-H2O,2-3-4-2-3-2,20-100,3-3-3,FALSE,4,0xFFFF00,
K2Cr2O7_PbNO3,0.3,K2Cr2O7-PbNO3,PbCrO4-KNO3,1-2-2-1-2,20-100,3-3-3,FALSE,4,0xFFFF00,
K2Cr2O7_BaCl2,0.3,K2Cr2O7-BaCl2,BaCrO4-KCl,1-2-2-1-2,20-100,3-3-3,FALSE,4,0xFFFF00,
K2Cr2O7_AgNO3,0.3,K2Cr2O7-AgNO3,Ag2Cr2O7-KNO3,1-2-2-2-1,20-100,3-3-3,FALSE,4,0xFF6600,
KMnO4_H2SO4,0.4,KMnO4-H2SO4,MnSO4-K2SO4-CO2-H2O,2-4-2-1-1-2,0-50,3-3-1,FALSE,5,0xAAAAAA,
KMnO4_Na2C2O4,0.4,KMnO4-Na2C2O4,Na2SO4-MnSO4-CO2-H2O,2-5-5-2-2-10,20-100,3-3-3-1,FALSE,5,0xFFFFFF,
K2Cr2O7_Na2C2O4,0.3,K2Cr2O7-Na2C2O4,Cr2(SO4)3-K2SO4-CO2-H2O,1-3-4-1-1-4-4,20-100,3-3-3-1,FALSE,4,0xFFFFFF,
Na2S2O3_I2,0.4,Na2S2O3-I2,Na2S4O6-NaI,2-1-1-2,20-100,3-3,FALSE,5,0xFFFF00,
Na2S2O3_Cl2,0.4,Na2S2O3-Cl2,Na2SO4-NaCl-HCl,2-1-2-2-1-2,20-100,3-3-3-1,FALSE,5,0xFFFFFF,
Na2S2O3_Br2,0.4,Na2S2O3-Br2,Na2SO4-NaBr-HBr,2-1-2-2-1-2,20-100,3-3-3-1,FALSE,5,0xFFFFFF,
BaCl2_Na2SO4,0.4,BaCl2-Na2SO4,BaSO4-NaCl,1-1-1-2,20-100,3-3-3,FALSE,5,0xFFFFFF,
CaCl2_Na2CO3,0.4,CaCl2-Na2CO3,CaCO3-NaCl,1-1-1-2,20-100,3-3-3,FALSE,5,0xFFFFFF,
BaCl2_Na2CO3,0.4,BaCl2-Na2CO3,BaCO3-NaCl,1-1-1-2,20-100,3-3-3,FALSE,5,0xFFFFFF,
MgCl2_Na2CO3,0.4,MgCl2-Na2CO3,MgCO3-NaCl,1-1-1-2,20-100,3-3-3,FALSE,5,0xFFFFFF,
Ca(OH)2_CO2,0.5,Ca(OH)2-CO2,CaCO3-H2O,1-1-1-1,0-100,3-3-1,FALSE,6,0xFFFFFF,
Ba(OH)2_CO2,0.5,Ba(OH)2-CO2,BaCO3-H2O,1-1-1-1,0-100,3-3-1,FALSE,6,0xFFFFFF,
NaOH_CO2,0.4,NaOH-CO2,Na2CO3-H2O,2-1-1-2-1,0-100,2-3-1,FALSE,5,0xFFFFFF,
KOH_CO2,0.4,KOH-CO2,K2CO3-H2O,2-1-1-2-1,0-100,2-3-1,FALSE,5,0xFFFFFF,
CaO_CO2,0.3,CaO-CO2,CaCO3,1-1-1,0-100,3-3,FALSE,4,0xFFFFFF,
BaO_CO2,0.3,BaO-CO2,BaCO3,1-1-1,0-100,3-3,FALSE,4,0xFFFFFF,
MgO_CO2,0.2,MgO-CO2,MgCO3,1-1-1,0-100,3-3,FALSE,3,0xFFFFFF,
Na2CO3_HCl,0.5,Na2CO3-HCl,NaCl-CO2-H2O,1-2-2-1-1,0-100,3-3-1-1,BUBBLE2,6,0xAAAAAA,
K2CO3_HCl,0.5,K2CO3-HCl,KCl-CO2-H2O,1-2-2-1-1,0-100,3-3-1-1,BUBBLE2,6,0xAAAAAA,
CaCO3_HCl,0.5,CaCO3-HCl,CaCl2-CO2-H2O,1-2-1-1-1,0-100,3-3-1-1,BUBBLE2,6,0xAAAAAA,
MgCO3_HCl,0.4,MgCO3-HCl,MgCl2-CO2-H2O,1-2-1-1-1,0-100,3-3-1-1,BUBBLE2,5,0xAAAAAA,
BaCO3_HCl,0.4,BaCO3-HCl,BaCl2-CO2-H2O,1-2-1-1-1,0-100,3-3-1-1,BUBBLE2,5,0xAAAAAA,
NaHCO3_HCl,0.5,NaHCO3-HCl,NaCl-CO2-H2O,1-1-1-1-1,0-100,3-3-1-1,BUBBLE2,6,0xAAAAAA,
NH4Cl_Na2CO3,0.3,NH4Cl-Na2CO3,NaCl-NH3-CO2-H2O,2-1-2-1-1-1,0-100,3-3-1-1-1,FALSE,4,0xAAAAAA,
NH4NO3_NaOH,0.3,NH4NO3-NaOH,NaNO3-NH3-H2O,1-1-1-1-1,0-100,3-3-1-1,BUBBLE2,4,0xAAAAAA,
NH4Cl_NaOH,0.3,NH4Cl-NaOH,NaCl-NH3-H2O,1-1-1-1-1,0-100,3-3-1-1,BUBBLE2,4,0xAAAAAA,
NH4NO3_KOH,0.3,NH4NO3-KOH,KNO3-NH3-H2O,1-1-1-1-1,0-100,3-3-1-1,BUBBLE2,4,0xAAAAAA,
NH4Cl_KOH,0.3,NH4Cl-KOH,KCl-NH3-H2O,1-1-1-1-1,0-100,3-3-1-1,BUBBLE2,4,0xAAAAAA,
NH4HCO3_NaOH,0.3,NH4HCO3-NaOH,Na2CO3-NH3-H2O,1-2-1-1-1,0-100,3-3-1-1,BUBBLE2,4,0xAAAAAA,
Mg_N2,0.1,Mg-N2,Mg3N2,3-1-1-1,500-1000,1-3,FIRE3,2,0xFFFF00,
Li_N2,0.1,Li-N2,Li3N,6-1-2-1,500-1000,1-3,FIRE3,2,0xFF0000,
Al_N2,0.1,Al-N2,AlN,2-1-1-1,800-1500,1-3,FIRE3,2,0xCCCCCC,
Mg_NH3,0.2,Mg-NH3,Mg3N2-H2,3-1-1-2,400-800,1-3,FALSE,3,0xFFFF00,
Ca_NH3,0.2,Ca-NH3,Ca3N2-H2,3-1-1-2,400-800,1-3,FALSE,3,0xFFFF00,
Li_H2,0.3,Li-H2,LiH,2-1-1-1,300-600,1-3,FIRE3,4,0xAAAAAA,
Na_H2,0.3,Na-H2,NaH,2-1-1-1,200-500,1-3,FIRE3,4,0xAAAAAA,
K_H2,0.3,K-H2,KH,2-1-1-1,200-400,1-3,FIRE3,4,0xAAAAAA,
Ca_H2,0.2,Ca-H2,CaH2,1-1-1,300-600,1-3,FIRE3,3,0xAAAAAA,
Mg_H2,0.2,Mg-H2,MgH2,1-1-1,300-700,1-3,FIRE3,3,0xAAAAAA,
Fe_H2S,0.2,Fe-H2S,FeS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0x444444,
Cu_H2S,0.2,Cu-H2S,CuS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0x111111,
Pb_H2S,0.2,Pb-H2S,PbS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0x333333,
Ag_H2S,0.2,Ag-H2S,Ag2S-H2,2-1-1-1,200-500,3-1-2,FALSE,3,0x111111,
Bi_H2S,0.2,Bi-H2S,Bi2S3-H2,2-3-3-1,200-500,3-1-2,FALSE,3,0x111111,
Cd_H2S,0.2,Cd-H2S,CdS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0xFFFF00,
Zn_H2S,0.2,Zn-H2S,ZnS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0xFFFF00,
Sn_H2S,0.2,Sn-H2S,SnS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0x444444,
As_H2S,0.2,As-H2S,As2S3-H2,2-3-3-1,200-500,3-1-2,FALSE,3,0xFFFF00,
Sb_H2S,0.2,Sb-H2S,Sb2S3-H2,2-3-3-1,200-500,3-1-2,FALSE,3,0xFF6600,
Hg_H2S,0.2,Hg-H2S,HgS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0xFF0000,
Fe_H2S_2,0.2,Fe-H2S_2,FeS-H2,1-1-1-1,200-500,3-1-2,FALSE,3,0x444444,
CuO_H2S,0.3,CuO-H2S,CuS-H2O,1-1-1-1,200-500,3-2-1,FALSE,4,0x111111,
PbO_H2S,0.3,PbO-H2S,PbS-H2O,1-1-1-1,200-500,3-2-1,FALSE,4,0x333333,
Ag2O_H2S,0.3,Ag2O-H2S,Ag2S-H2O,1-1-1-1,200-500,3-2-1,FALSE,4,0x111111,
CdO_H2S,0.3,CdO-H2S,CdS-H2O,1-1-1-1,200-500,3-2-1,FALSE,4,0xFFFF00,
ZnO_H2S,0.3,ZnO-H2S,ZnS-H2O,1-1-1-1,200-500,3-2-1,FALSE,4,0xFFFF00,
Fe2O3_H2S,0.2,Fe2O3-H2S,FeS-H2O,1-3-1-2-3,300-600,3-2-1,FALSE,3,0x444444,
MnO2_H2S,0.2,MnO2-H2S,MnS-H2O,1-1-1-1,200-500,3-2-1,FALSE,3,0x444444,
CO_H2,0.2,CO-H2,CH4-H2O,1-2-1-1,400-800,1-3-1,FIRE3,3,0x333333,
CO_H2O,0.2,CO-H2O,CO2-H2,1-1-1-1,400-1000,1-3-1,FALSE,3,0xAAAAAA,
CH4_H2O,0.2,CH4-H2O,CO-H2,1-1-1-1,600-1200,1-3-1,FALSE,3,0xAAAAAA,
C_H2O,0.2,C-H2O,CO-H2,1-1-1-1,400-1000,1-3-1,FALSE,3,0x333333,
Fe_H2O,0.1,Fe-H2O,Fe2O3-H2,2-3-1-2-3,400-1000,1-4-1,FALSE,2,0xCC6600,
Zn_H2O,0.1,Zn-H2O,ZnO-H2,2-1-2-1,400-1000,1-3-1,FIRE3,2,0xAAAAAA,
Mg_H2O,0.1,Mg-H2O,MgO-H2,2-1-2-1,400-1000,1-3-1,FIRE3,2,0xAAAAAA,
Li_H2O_2,0.7,Li-H2O_2,LiOH-H2,2-2-2-1,0-100,1-3-2,BUBBLE2,8,0xAAAAAA,
