Name,Speed,Reactants,Products,Modulus,Temps,States,Effects,Rek,Effect Color,
HCl_CdS,0.4,HCl-CdS,CdCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
H2SO4_CdS,0.4,H2SO4-CdS,CdSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
HNO3_CdS,0.4,HNO3-CdS,CdNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.04,0xFFFF99,
HCl_ZnS,0.4,HCl-ZnS,ZnCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
H2SO4_ZnS,0.4,H2SO4-ZnS,ZnSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
HNO3_ZnS,0.4,HNO3-ZnS,ZnNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.04,0xFFFF99,
HCl_NiS,0.3,HCl-NiS,NiCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
H2SO4_NiS,0.3,H2SO4-NiS,NiSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
HNO3_NiS,0.3,HNO3-NiS,NiNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.03,0xFFFF99,
HCl_CoS,0.3,HCl-CoS,CoCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
H2SO4_CoS,0.3,H2SO4-CoS,CoSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.03,0xFFFF99,
HNO3_CoS,0.3,HNO3-CoS,CoNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.03,0xFFFF99,
HCl_MnS,0.4,HCl-MnS,MnCl2-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
H2SO4_MnS,0.4,H2SO4-MnS,MnSO4-H2S,1-1-1-1,0-500,4-3,FIZZ,0.04,0xFFFF99,
HNO3_MnS,0.4,HNO3-MnS,MnNO32-NO-S-H2O,3-8-3-2-2-4,0-500,4-3,FIZZ,0.04,0xFFFF99,
HCl_SbCl3,0.6,HCl-SbCl3,H3SbO4-HCl,3-3-1-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
H2SO4_SbCl3,0.6,H2SO4-SbCl3,H3SbO4-H2SO4,3-3-1-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
HNO3_SbCl3,0.6,HNO3-SbCl3,H3SbO4-HNO3,3-3-1-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
HCl_BiCl3,0.6,HCl-BiCl3,BiOCl-HCl,3-3-1-3,0-500,1-4,PRECIPITATE,0.05,0xFFFFFF,
H2SO4_BiCl3,0.6,H2SO4-BiCl3,BiOSO4-H2SO4,2-2-1-2,0-500,1-4,PRECIPITATE,0.05,0xFFFFFF,
HNO3_BiCl3,0.6,HNO3-BiCl3,BiONO3-HNO3,1-1-1-1,0-500,1-4,PRECIPITATE,0.05,0xFFFFFF,
HCl_SnCl2,0.6,HCl-SnCl2,H2SnCl4-H2,2-1-1-1,0-500,4-3,FIZZ,0.05,0xFFFFFF,
H2SO4_SnCl2,0.6,H2SO4-SnCl2,H2SnCl4-H2SO4,2-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
HNO3_SnCl2,0.6,HNO3-SnCl2,H2SnCl4-HNO3,2-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
HCl_SnCl4,0.5,HCl-SnCl4,H2SnCl6,2-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
H2SO4_SnCl4,0.5,H2SO4-SnCl4,H2SnCl6-H2SO4,2-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
HNO3_SnCl4,0.5,HNO3-SnCl4,H2SnCl6-HNO3,2-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
HCl_AsCl3,0.5,HCl-AsCl3,H3AsO4-HCl,3-3-1-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
H2SO4_AsCl3,0.5,H2SO4-AsCl3,H3AsO4-H2SO4,3-3-1-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
HNO3_AsCl3,0.5,HNO3-AsCl3,H3AsO4-HNO3,3-3-1-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
HCl_SiCl4,0.4,HCl-SiCl4,H4SiO4-HCl,4-4-1-4,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_SiCl4,0.4,H2SO4-SiCl4,H4SiO4-H2SO4,4-4-1-4,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_SiCl4,0.4,HNO3-SiCl4,H4SiO4-HNO3,4-4-1-4,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_TiCl4,0.4,HCl-TiCl4,H4TiO4-HCl,4-4-1-4,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_TiCl4,0.4,H2SO4-TiCl4,H4TiO4-H2SO4,4-4-1-4,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_TiCl4,0.4,HNO3-TiCl4,H4TiO4-HNO3,4-4-1-4,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_NaCl,0.2,H2SO4-NaCl,NaHSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.02,0xFFFFFF,
H2SO4_KCl,0.2,H2SO4-KCl,KHSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.02,0xFFFFFF,
H2SO4_NaNO3,0.3,H2SO4-NaNO3,NaHSO4-HNO3,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_KNO3,0.3,H2SO4-KNO3,KHSO4-HNO3,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_NaClO3,0.3,H2SO4-NaClO3,NaHSO4-HClO3,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_KClO3,0.3,H2SO4-KClO3,KHSO4-HClO3,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_NaClO4,0.3,H2SO4-NaClO4,NaHSO4-HClO4,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_KClO4,0.3,H2SO4-KClO4,KHSO4-HClO4,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_NaBr,0.3,H2SO4-NaBr,NaHSO4-HBr,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_KBr,0.3,H2SO4-KBr,KHSO4-HBr,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_NaI,0.3,H2SO4-NaI,NaHSO4-HI,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_KI,0.3,H2SO4-KI,KHSO4-HI,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_NaF,0.3,H2SO4-NaF,NaHSO4-HF,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_KF,0.3,H2SO4-KF,KHSO4-HF,1-1-1-1,0-500,4-4,FALSE,0.03,0xFFFFFF,
HCl_Na3PO4,0.6,HCl-Na3PO4,NaH2PO4-NaCl,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
H2SO4_Na3PO4,0.6,H2SO4-Na3PO4,NaH2PO4-NaHSO4,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HNO3_Na3PO4,0.6,HNO3-Na3PO4,NaH2PO4-NaNO3,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HCl_Na2HPO4,0.6,HCl-Na2HPO4,NaH2PO4-NaCl,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
H2SO4_Na2HPO4,0.6,H2SO4-Na2HPO4,NaH2PO4-NaHSO4,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HNO3_Na2HPO4,0.6,HNO3-Na2HPO4,NaH2PO4-NaNO3,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HCl_NaH2PO4,0.5,HCl-NaH2PO4,H3PO4-NaCl,1-1-1-1,0-500,4-4,FIZZ,0.05,0xFFFFFF,
H2SO4_NaH2PO4,0.5,H2SO4-NaH2PO4,H3PO4-NaHSO4,1-1-1-1,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HNO3_NaH2PO4,0.5,HNO3-NaH2PO4,H3PO4-NaNO3,1-1-1-1,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HCl_K3PO4,0.6,HCl-K3PO4,KH2PO4-KCl,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
H2SO4_K3PO4,0.6,H2SO4-K3PO4,KH2PO4-KHSO4,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HNO3_K3PO4,0.6,HNO3-K3PO4,KH2PO4-KNO3,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HCl_K2HPO4,0.6,HCl-K2HPO4,KH2PO4-KCl,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
H2SO4_K2HPO4,0.6,H2SO4-K2HPO4,KH2PO4-KHSO4,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HNO3_K2HPO4,0.6,HNO3-K2HPO4,KH2PO4-KNO3,1-1-1-1,0-500,4-4,FIZZ,0.06,0xFFFFFF,
HCl_KH2PO4,0.5,HCl-KH2PO4,H3PO4-KCl,1-1-1-1,0-500,4-4,FIZZ,0.05,0xFFFFFF,
H2SO4_KH2PO4,0.5,H2SO4-KH2PO4,H3PO4-KHSO4,1-1-1-1,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HNO3_KH2PO4,0.5,HNO3-KH2PO4,H3PO4-KNO3,1-1-1-1,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HCl_Ca3PO42,0.5,HCl-Ca3PO42,CaHPO4-HCl,3-2-1-2,0-500,1-4,FIZZ,0.05,0xFFFFFF,
H2SO4_Ca3PO42,0.5,H2SO4-Ca3PO42,CaHPO4-H2SO4,3-2-1-2,0-500,1-4,FIZZ,0.05,0xFFFFFF,
HNO3_Ca3PO42,0.5,HNO3-Ca3PO42,CaHPO4-HNO3,3-2-1-2,0-500,1-4,FIZZ,0.05,0xFFFFFF,
HCl_CaHPO4,0.5,HCl-CaHPO4,CaH2PO42-HCl,2-1-1-2,0-500,1-4,FIZZ,0.05,0xFFFFFF,
H2SO4_CaHPO4,0.5,H2SO4-CaHPO4,CaH2PO42-H2SO4,2-1-1-2,0-500,1-4,FIZZ,0.05,0xFFFFFF,
HNO3_CaHPO4,0.5,HNO3-CaHPO4,CaH2PO42-HNO3,2-1-1-2,0-500,1-4,FIZZ,0.05,0xFFFFFF,
HCl_CaH2PO42,0.4,HCl-CaH2PO42,H3PO4-CaCl2,2-2-1-1,0-500,4-4,FIZZ,0.04,0xFFFFFF,
H2SO4_CaH2PO42,0.4,H2SO4-CaH2PO42,H3PO4-CaSO4,2-2-1-1,0-500,4-1,PRECIPITATE,0.04,0xFFFFFF,
HNO3_CaH2PO42,0.4,HNO3-CaH2PO42,H3PO4-CaNO32,2-2-1-1,0-500,4-4,FIZZ,0.04,0xFFFFFF,
HCl_Mg3PO42,0.5,HCl-Mg3PO42,MgHPO4-HCl,3-2-1-2,0-500,4-4,FIZZ,0.05,0xFFFFFF,
H2SO4_Mg3PO42,0.5,H2SO4-Mg3PO42,MgHPO4-H2SO4,3-2-1-2,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HNO3_Mg3PO42,0.5,HNO3-Mg3PO42,MgHPO4-HNO3,3-2-1-2,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HCl_MgHPO4,0.5,HCl-MgHPO4,MgH2PO42-HCl,2-1-1-2,0-500,4-4,FIZZ,0.05,0xFFFFFF,
H2SO4_MgHPO4,0.5,H2SO4-MgHPO4,MgH2PO42-H2SO4,2-1-1-2,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HNO3_MgHPO4,0.5,HNO3-MgHPO4,MgH2PO42-HNO3,2-1-1-2,0-500,4-4,FIZZ,0.05,0xFFFFFF,
HCl_MgH2PO42,0.4,HCl-MgH2PO42,H3PO4-MgCl2,2-2-1-1,0-500,4-4,FIZZ,0.04,0xFFFFFF,
H2SO4_MgH2PO42,0.4,H2SO4-MgH2PO42,H3PO4-MgSO4,2-2-1-1,0-500,4-4,FIZZ,0.04,0xFFFFFF,
HNO3_MgH2PO42,0.4,HNO3-MgH2PO42,H3PO4-MgNO32,2-2-1-1,0-500,4-4,FIZZ,0.04,0xFFFFFF,
HCl_FeCl3,0.5,HCl-FeCl3,FeCl3-HCl,1-1-1,0-500,4,FALSE,0.05,0xCC6633,
H2SO4_FeCl3,0.5,H2SO4-FeCl3,FeCl3-H2SO4,1-1-1,0-500,4,FALSE,0.05,0xCC6633,
HNO3_FeCl3,0.5,HNO3-FeCl3,FeNO33-HNO3,1-1-1,0-500,4,FALSE,0.05,0xCC6633,
HCl_FeCl2,0.5,HCl-FeCl2,FeCl2-HCl,1-1-1,0-500,4,FALSE,0.05,0x99CC66,
H2SO4_FeCl2,0.5,H2SO4-FeCl2,FeSO4-H2SO4,1-1-1,0-500,4,FALSE,0.05,0x99CC66,
HNO3_FeCl2,0.5,HNO3-FeCl2,FeNO32-HNO3,1-1-1,0-500,4,FALSE,0.05,0x99CC66,
HCl_AlCl3,0.5,HCl-AlCl3,AlCl3-HCl,1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
H2SO4_AlCl3,0.5,H2SO4-AlCl3,Al2SO43-HCl,3-1-1-3,0-500,4,FALSE,0.05,0xFFFFFF,
HNO3_AlCl3,0.5,HNO3-AlCl3,AlNO33-HNO3,1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
HCl_CuCl2,0.4,HCl-CuCl2,CuCl2-HCl,1-1-1,0-500,4,FALSE,0.04,0x3399FF,
H2SO4_CuCl2,0.4,H2SO4-CuCl2,CuSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.04,0x3399FF,
HNO3_CuCl2,0.4,HNO3-CuCl2,CuNO32-HNO3,1-1-1-1,0-500,4-4,FALSE,0.04,0x3399FF,
HCl_ZnCl2,0.4,HCl-ZnCl2,ZnCl2-HCl,1-1-1,0-500,4,FALSE,0.04,0xFFFFFF,
H2SO4_ZnCl2,0.4,H2SO4-ZnCl2,ZnSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_ZnCl2,0.4,HNO3-ZnCl2,ZnNO32-HNO3,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_MgCl2,0.4,HCl-MgCl2,MgCl2-HCl,1-1-1,0-500,4,FALSE,0.04,0xFFFFFF,
H2SO4_MgCl2,0.4,H2SO4-MgCl2,MgSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_MgCl2,0.4,HNO3-MgCl2,MgNO32-HNO3,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_NiCl2,0.4,HCl-NiCl2,NiCl2-HCl,1-1-1,0-500,4,FALSE,0.04,0xFFFFFF,
H2SO4_NiCl2,0.4,H2SO4-NiCl2,NiSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_NiCl2,0.4,HNO3-NiCl2,NiNO32-HNO3,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_CoCl2,0.4,HCl-CoCl2,CoCl2-HCl,1-1-1,0-500,4,FALSE,0.04,0xCC99FF,
H2SO4_CoCl2,0.4,H2SO4-CoCl2,CoSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.04,0xCC99FF,
HNO3_CoCl2,0.4,HNO3-CoCl2,CoNO32-HNO3,1-1-1-1,0-500,4-4,FALSE,0.04,0xCC99FF,
HCl_MnCl2,0.4,HCl-MnCl2,MnCl2-HCl,1-1-1,0-500,4,FALSE,0.04,0xFFFFFF,
H2SO4_MnCl2,0.4,H2SO4-MnCl2,MnSO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_MnCl2,0.4,HNO3-MnCl2,MnNO32-HNO3,1-1-1-1,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_CrCl3,0.4,HCl-CrCl3,CrCl3-HCl,1-1-1,0-500,4,FALSE,0.04,0x66CC66,
H2SO4_CrCl3,0.4,H2SO4-CrCl3,Cr2SO43-HCl,3-1-1-3,0-500,4,FALSE,0.04,0x66CC66,
HNO3_CrCl3,0.4,HNO3-CrCl3,CrNO33-HNO3,1-1-1,0-500,4,FALSE,0.04,0x66CC66,
HCl_SbCl5,0.4,HCl-SbCl5,H3SbO4-HCl,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_SbCl5,0.4,H2SO4-SbCl5,H3SbO4-H2SO4,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_SbCl5,0.4,HNO3-SbCl5,H3SbO4-HNO3,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_PCl5,0.4,HCl-PCl5,H3PO4-HCl,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_PCl5,0.4,H2SO4-PCl5,H3PO4-H2SO4,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_PCl5,0.4,HNO3-PCl5,H3PO4-HNO3,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_PCl3,0.4,HCl-PCl3,H3PO3-HCl,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_PCl3,0.4,H2SO4-PCl3,H3PO3-H2SO4,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_PCl3,0.4,HNO3-PCl3,H3PO3-HNO3,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_SOCl2,0.5,HCl-SOCl2,SO2-HCl,1-2-1-2,0-500,3-4,FIZZ,0.05,0xFFFF99,
H2SO4_SOCl2,0.5,H2SO4-SOCl2,SO2-H2SO4,1-2-1-2,0-500,3-4,FIZZ,0.05,0xFFFF99,
HNO3_SOCl2,0.5,HNO3-SOCl2,SO2-HNO3,1-2-1-2,0-500,3-4,FIZZ,0.05,0xFFFF99,
HCl_SO2Cl2,0.5,HCl-SO2Cl2,H2SO4-HCl,1-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
H2SO4_SO2Cl2,0.5,H2SO4-SO2Cl2,H2SO4-H2SO4,1-1-2,0-500,4,FALSE,0.05,0xFFFFFF,
HNO3_SO2Cl2,0.5,HNO3-SO2Cl2,H2SO4-HNO3,1-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
HCl_POCl3,0.4,HCl-POCl3,H3PO4-HCl,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_POCl3,0.4,H2SO4-POCl3,H3PO4-H2SO4,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_POCl3,0.4,HNO3-POCl3,H3PO4-HNO3,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_BCl3,0.4,HCl-BCl3,H3BO3-BCl3,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_BCl3,0.4,H2SO4-BCl3,H3BO3-H2SO4,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_BCl3,0.4,HNO3-BCl3,H3BO3-HNO3,3-3-1-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_BF3,0.5,HCl-BF3,HBF4-H2O,4-1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
H2SO4_BF3,0.5,H2SO4-BF3,HBF4-SO3,2-1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
HNO3_BF3,0.5,HNO3-BF3,HBF4-NO2,1-1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
HCl_SiF4,0.5,HCl-SiF4,H2SiF6-H2O,3-1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
H2SO4_SiF4,0.5,H2SO4-SiF4,H2SiF6-SO3,2-1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
HNO3_SiF4,0.5,HNO3-SiF4,H2SiF6-NO2,1-1-1-1,0-500,4,FALSE,0.05,0xFFFFFF,
HCl_AlF3,0.5,HCl-AlF3,AlCl3-HF,1-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
H2SO4_AlF3,0.5,H2SO4-AlF3,Al2SO43-HF,3-1-1-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
HNO3_AlF3,0.5,HNO3-AlF3,AlNO33-HF,1-1-1-1,0-500,4-4,FALSE,0.05,0xFFFFFF,
HCl_CrO2Cl2,0.5,HCl-CrO2Cl2,H2CrO4-HCl,2-1-1-2,0-500,4-4,FALSE,0.05,0xFF6600,
H2SO4_CrO2Cl2,0.5,H2SO4-CrO2Cl2,H2CrO4-H2SO4,2-1-1-2,0-500,4-4,FALSE,0.05,0xFF6600,
HNO3_CrO2Cl2,0.5,HNO3-CrO2Cl2,H2CrO4-HNO3,2-1-1-2,0-500,4-4,FALSE,0.05,0xFF6600,
HCl_CrO3,0.5,HCl-CrO3,H2CrO4,2-1-1,0-500,4,FALSE,0.05,0xFF6600,
H2SO4_CrO3,0.5,H2SO4-CrO3,H2CrO4-SO3,1-1-1-1,0-500,4,FALSE,0.05,0xFF6600,
HNO3_CrO3,0.5,HNO3-CrO3,H2CrO4-NO2,1-1-1-1,0-500,4,FALSE,0.05,0xFF6600,
HCl_MoO3,0.4,HCl-MoO3,H2MoO4-HCl,2-1-1-2,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_MoO3,0.4,H2SO4-MoO3,H2MoO4-H2SO4,2-1-1-2,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_MoO3,0.4,HNO3-MoO3,H2MoO4-HNO3,2-1-1-2,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_WO3,0.3,HCl-WO3,H2WO4-HCl,2-1-1-2,0-500,4-4,FALSE,0.03,0xFFFF99,
H2SO4_WO3,0.3,H2SO4-WO3,H2WO4-H2SO4,2-1-1-2,0-500,4-4,FALSE,0.03,0xFFFF99,
HNO3_WO3,0.3,HNO3-WO3,H2WO4-HNO3,2-1-1-2,0-500,4-4,FALSE,0.03,0xFFFF99,
HCl_V2O5,0.4,HCl-V2O5,H3VO4-HCl,6-1-2-3,0-500,4-4,FALSE,0.04,0xFF9933,
H2SO4_V2O5,0.4,H2SO4-V2O5,H3VO4-H2SO4,6-1-2-3,0-500,4-4,FALSE,0.04,0xFF9933,
HNO3_V2O5,0.4,HNO3-V2O5,H3VO4-HNO3,6-1-2-3,0-500,4-4,FALSE,0.04,0xFF9933,
HCl_UO3,0.3,HCl-UO3,H2UO4-HCl,2-1-1-2,0-500,4-4,FALSE,0.03,0xFFFF00,
H2SO4_UO3,0.3,H2SO4-UO3,H2UO4-H2SO4,2-1-1-2,0-500,4-4,FALSE,0.03,0xFFFF00,
HNO3_UO3,0.3,HNO3-UO3,H2UO4-HNO3,2-1-1-2,0-500,4-4,FALSE,0.03,0xFFFF00,
HCl_Nb2O5,0.3,HCl-Nb2O5,HNbO3-HCl,6-1-2-3,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_Nb2O5,0.3,H2SO4-Nb2O5,HNbO3-H2SO4,6-1-2-3,0-500,4-4,FALSE,0.03,0xFFFFFF,
HNO3_Nb2O5,0.3,HNO3-Nb2O5,HNbO3-HNO3,6-1-2-3,0-500,4-4,FALSE,0.03,0xFFFFFF,
HCl_Ta2O5,0.3,HCl-Ta2O5,HTaO3-HCl,6-1-2-3,0-500,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_Ta2O5,0.3,H2SO4-Ta2O5,HTaO3-H2SO4,6-1-2-3,0-500,4-4,FALSE,0.03,0xFFFFFF,
HNO3_Ta2O5,0.3,HNO3-Ta2O5,HTaO3-HNO3,6-1-2-3,0-500,4-4,FALSE,0.03,0xFFFFFF,
HCl_As2O3,0.4,HCl-As2O3,H3AsO3-HCl,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_As2O3,0.4,H2SO4-As2O3,H3AsO3-H2SO4,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_As2O3,0.4,HNO3-As2O3,H3AsO3-HNO3,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_As2O5,0.4,HCl-As2O5,H3AsO4-HCl,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_As2O5,0.4,H2SO4-As2O5,H3AsO4-H2SO4,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_As2O5,0.4,HNO3-As2O5,H3AsO4-HNO3,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_Sb2O3,0.4,HCl-Sb2O3,H3SbO3-HCl,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
H2SO4_Sb2O3,0.4,H2SO4-Sb2O3,H3SbO3-H2SO4,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HNO3_Sb2O3,0.4,HNO3-Sb2O3,H3SbO3-HNO3,6-1-2-3,0-500,4-4,FALSE,0.04,0xFFFFFF,
HCl_Bi2O3,0.4,HCl-Bi2O3,BiCl3-H2O,6-1-2-3,0-500,4,FALSE,0.04,0xFFFFFF,
H2SO4_Bi2O3,0.4,H2SO4-Bi2O3,Bi2SO43-H2O,3-1-1-3,0-500,4,FALSE,0.04,0xFFFFFF,
HNO3_Bi2O3,0.4,HNO3-Bi2O3,BiNO33-H2O,1-1-1-1,0-500,4,FALSE,0.04,0xFFFFFF,
HCl_P2O5,0.5,HCl-P2O5,H3PO4-HCl,6-1-2-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
H2SO4_P2O5,0.5,H2SO4-P2O5,H3PO4-H2SO4,6-1-2-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
HNO3_P2O5,0.5,HNO3-P2O5,H3PO4-HNO3,6-1-2-3,0-500,4-4,FALSE,0.05,0xFFFFFF,
HCl_Na2SO3,0.7,HCl-Na2SO3,NaCl-NaHSO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
H2SO4_Na2SO3,0.7,H2SO4-Na2SO3,Na2SO4-NaHSO3,1-1-1-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HNO3_Na2SO3,0.7,HNO3-Na2SO3,NaNO3-NaHSO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HCl_K2SO3,0.7,HCl-K2SO3,KCl-KHSO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
H2SO4_K2SO3,0.7,H2SO4-K2SO3,K2SO4-KHSO3,1-1-1-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HNO3_K2SO3,0.7,HNO3-K2SO3,KNO3-KHSO3,2-1-2-1,0-500,4-4,FIZZ,0.07,0xFFFFFF,
HCl_NaHSO3,0.8,HCl-NaHSO3,NaCl-SO2-H2O,1-1-1-1-1,0-500,4-3,FIZZ,0.08,0xFFFF99,
H2SO4_NaHSO3,0.8,H2SO4-NaHSO3,NaHSO4-SO2-H2O,1-1-1-1-1,0-500,4-3,FIZZ,0.08,0xFFFF99,
