Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Phosphoric Acid,Inorganic,Liquid,1,Phosphoric Acid,Phosphoric Acid,Phosphoric Acid,1.88,1,0.001,98,0,42.4,158,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Hydrogen Peroxide,Inorganic,Liquid,1,Hydrogen Peroxide,Hydrogen Peroxide,Hydrogen Peroxide,1.45,1,0.001,34.01,0,-0.4,150.2,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Carbonic Acid,Inorganic,Liquid,1,Carbonic Acid,Carbonic Acid,Carbonic Acid,1.0,1,0.001,62.03,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonia,Inorganic,Liquid,1,Ammonia,Ammonia,Ammonia,0.73,1,0.001,17.03,0,-77.7,-33.3,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Chloride,Inorganic,Solid,1,Sodium Chloride,Sodium Chloride,Sodium Chloride,2.165,1,0.001,58.44,0,801,1413,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Chloride,Inorganic,Solid,1,Potassium Chloride,Potassium Chloride,Potassium Chloride,1.984,1,0.001,74.55,0,770,1420,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Chloride,Inorganic,Solid,1,Calcium Chloride,Calcium Chloride,Calcium Chloride,2.15,1,0.001,110.98,0,772,1935,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Chloride,Inorganic,Solid,1,Magnesium Chloride,Magnesium Chloride,Magnesium Chloride,2.32,1,0.001,95.21,0,714,1418,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Hydroxide,Inorganic,Solid,1,Sodium Hydroxide,Sodium Hydroxide,Sodium Hydroxide,2.13,1,0.001,40,0,323,1388,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Hydroxide,Inorganic,Solid,1,Potassium Hydroxide,Potassium Hydroxide,Potassium Hydroxide,2.12,1,0.001,56.11,0,360,1327,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Hydroxide,Inorganic,Solid,1,Calcium Hydroxide,Calcium Hydroxide,Calcium Hydroxide,2.21,1,0.001,74.09,0,512,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Sulfate,Inorganic,Solid,1,Sodium Sulfate,Sodium Sulfate,Sodium Sulfate,2.66,1,0.001,142.04,0,884,1429,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Copper Sulfate,Inorganic,Solid,1,Copper Sulfate,Copper Sulfate,Copper Sulfate,3.6,1,0.001,159.61,0,150,0,0.1,0x0066CC,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iron Sulfate,Inorganic,Solid,1,Iron Sulfate,Iron Sulfate,Iron Sulfate,3.65,1,0.001,151.91,0,64,0,0.1,0x90D6C0,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Sulfate,Inorganic,Solid,1,Zinc Sulfate,Zinc Sulfate,Zinc Sulfate,3.54,1,0.001,161.47,0,680,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Sulfate,Inorganic,Solid,1,Magnesium Sulfate,Magnesium Sulfate,Magnesium Sulfate,2.66,1,0.001,120.37,0,1124,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Sulfate,Inorganic,Solid,1,Barium Sulfate,Barium Sulfate,Barium Sulfate,4.49,1,0.001,233.39,0,1580,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Carbonate,Inorganic,Solid,1,Calcium Carbonate,Calcium Carbonate,Calcium Carbonate,2.71,1,0.001,100.09,0,825,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Carbonate,Inorganic,Solid,1,Sodium Carbonate,Sodium Carbonate,Sodium Carbonate,2.54,1,0.001,105.99,0,851,1600,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Carbonate,Inorganic,Solid,1,Potassium Carbonate,Potassium Carbonate,Potassium Carbonate,2.43,1,0.001,138.21,0,891,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Bicarbonate,Inorganic,Solid,1,Sodium Bicarbonate,Sodium Bicarbonate,Sodium Bicarbonate,2.2,1,0.001,84.01,0,50,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Nitrate,Inorganic,Solid,1,Calcium Nitrate,Calcium Nitrate,Calcium Nitrate,2.5,1,0.001,164.09,0,561,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Nitrate,Inorganic,Solid,1,Sodium Nitrate,Sodium Nitrate,Sodium Nitrate,2.26,1,0.001,84.99,0,308,380,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Nitrate,Inorganic,Solid,1,Potassium Nitrate,Potassium Nitrate,Potassium Nitrate,2.11,1,0.001,101.1,0,334,400,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Nitrate,Inorganic,Solid,1,Silver Nitrate,Silver Nitrate,Silver Nitrate,4.35,1,0.001,169.87,0,212,440,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Chloride,Organic,Solid,1,Ammonium Chloride,Ammonium Chloride,Ammonium Chloride,1.53,1,0.001,53.49,0,338,520,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Sulfate,Organic,Solid,1,Ammonium Sulfate,Ammonium Sulfate,Ammonium Sulfate,1.77,1,0.001,132.14,0,235,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Iodide,Inorganic,Solid,1,Lead Iodide,Lead Iodide,Lead Iodide,6.16,1,0.001,461.01,0,402,0,0.1,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Chloride,Inorganic,Solid,1,Lead Chloride,Lead Chloride,Lead Chloride,5.85,1,0.001,278.1,0,501,950,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Copper Chloride,Inorganic,Solid,1,Copper Chloride,Copper Chloride,Copper Chloride,3.39,1,0.001,134.45,0,430,1490,0.1,0x009900,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iron Chloride,Inorganic,Solid,1,Iron Chloride,Iron Chloride,Iron Chloride,2.9,1,0.001,162.2,0,306,316,0.1,0x8B4513,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iron Oxide,Inorganic,Solid,1,Iron Oxide,Iron Oxide,Iron Oxide,5.24,1,0.001,159.69,0,1566,0,0.1,0x8B0000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Copper Oxide,Inorganic,Solid,1,Copper Oxide,Copper Oxide,Copper Oxide,6.31,1,0.001,79.55,0,1326,0,0.1,0x000000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Oxide,Inorganic,Solid,1,Zinc Oxide,Zinc Oxide,Zinc Oxide,5.61,1,0.001,81.39,0,1975,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Oxide,Inorganic,Solid,1,Magnesium Oxide,Magnesium Oxide,Magnesium Oxide,3.58,1,0.001,40.3,0,2852,3600,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Oxide,Inorganic,Solid,1,Calcium Oxide,Calcium Oxide,Calcium Oxide,3.34,1,0.001,56.08,0,2572,2850,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Aluminum Oxide,Inorganic,Solid,1,Aluminum Oxide,Aluminum Oxide,Aluminum Oxide,3.95,1,0.001,101.96,0,2072,2977,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silicon Dioxide,Inorganic,Solid,1,Silicon Dioxide,Silicon Dioxide,Silicon Dioxide,2.65,1,0.001,60.08,0,1710,2230,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Permanganate,Inorganic,Solid,1,Potassium Permanganate,Potassium Permanganate,Potassium Permanganate,2.7,1,0.001,158.03,0,240,0,0.1,0x800080,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Dichromate,Inorganic,Solid,1,Potassium Dichromate,Potassium Dichromate,Potassium Dichromate,2.68,1,0.001,294.19,0,398,0,0.1,0xFF4500,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Copper Cyanide,Inorganic,Solid,1,Copper Cyanide,Copper Cyanide,Copper Cyanide,2.9,1,0.001,89.56,0,473,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Mercury Sulfide,Inorganic,Solid,1,Mercury Sulfide,Mercury Sulfide,Mercury Sulfide,8.1,1,0.001,232.66,0,820,0,0.1,0xFF0000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Chloride,Inorganic,Solid,1,Cobalt Chloride,Cobalt Chloride,Cobalt Chloride,3.356,1,0.001,129.84,0,726,0,0.1,0x0066CC,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Chloride,Inorganic,Solid,1,Nickel Chloride,Nickel Chloride,Nickel Chloride,3.51,1,0.001,129.6,0,1001,0,0.1,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Oxygen,Inorganic,Gas,1,Oxygen,Oxygen,Oxygen,0.001,1,0.001,32,0,-218.8,-182.9,0.1,0xCCEEFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nitrogen,Inorganic,Gas,1,Nitrogen,Nitrogen,Nitrogen,0.001,1,0.001,28.02,0,-210,-195.8,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Hydrogen,Inorganic,Gas,1,Hydrogen,Hydrogen,Hydrogen,0.001,1,0.001,2.02,0,-259.14,-252.87,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Chlorine,Inorganic,Gas,1,Chlorine,Chlorine,Chlorine,0.003,1,0.001,70.9,0,-101.5,-34.6,0.1,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Fluorine,Inorganic,Gas,1,Fluorine,Fluorine,Fluorine,0.002,1,0.001,38,0,-219.6,-188.1,0.1,0xFFFF99,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Carbon Dioxide,Inorganic,Gas,1,Carbon Dioxide,Carbon Dioxide,Carbon Dioxide,0.001,1,0.001,44.01,0,-78.5,-56.6,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Carbon Monoxide,Inorganic,Gas,1,Carbon Monoxide,Carbon Monoxide,Carbon Monoxide,0.001,1,0.001,28.01,0,-205,-191.5,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sulfur Dioxide,Inorganic,Gas,1,Sulfur Dioxide,Sulfur Dioxide,Sulfur Dioxide,0.003,1,0.001,64.07,0,-72.7,-10,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ozone,Organic,Gas,1,Ozone,Ozone,Ozone,0.002,1,0.001,48,0,-192.5,-111.4,0.1,0xCCEEFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nitrogen Dioxide,Inorganic,Gas,1,Nitrogen Dioxide,Nitrogen Dioxide,Nitrogen Dioxide,0.002,1,0.001,46.01,0,-11.2,21,0.1,0xFF6600,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sulfur,Inorganic,Solid,1,Sulfur,Sulfur,Sulfur,2.07,1,0.001,32.06,0,115.2,444.7,0.1,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Phosphorus,Inorganic,Solid,1,Phosphorus,Phosphorus,Phosphorus,1.82,1,0.001,30.97,0,44.2,280,0.1,0xFF6600,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iodine,Inorganic,Solid,1,Iodine,Iodine,Iodine,4.93,1,0.001,253.81,0,113.7,184.3,0.1,0x4B0082,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Bromine,Inorganic,Liquid,1,Bromine,Bromine,Bromine,3.12,1,0.001,159.81,0,-7.2,58.8,0.1,0x8B0000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silicon,Inorganic,Solid,1,Silicon,Silicon,Silicon,2.33,1,0.001,28.09,0,1414,3265,0.1,0x808080,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Boron,Inorganic,Solid,1,Boron,Boron,Boron,2.34,1,0.001,10.81,0,2076,3927,0.1,0x808080,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Acetamide,Organic,Solid,1,Acetamide,Acetamide,Acetamide,1.16,1,0.001,59.07,0,82.3,221.2,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Urea,Organic,Solid,1,Urea,Urea,Urea,1.32,1,0.001,60.06,0,133.3,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Caffeine,Organic,Solid,1,Caffeine,Caffeine,Caffeine,1.23,1,0.001,194.19,0,235.6,178,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Guanine,Organic,Solid,1,Guanine,Guanine,Guanine,1.58,1,0.001,151.13,0,365,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Adenine,Organic,Solid,1,Adenine,Adenine,Adenine,1.6,1,0.001,135.13,0,365,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cytosine,Organic,Solid,1,Cytosine,Cytosine,Cytosine,1.55,1,0.001,111.1,0,320,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Thymine,Organic,Solid,1,Thymine,Thymine,Thymine,1.4,1,0.001,126.11,0,320,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sucrose,Organic,Solid,1,Sucrose,Sucrose,Sucrose,1.588,1,0.001,342.3,0,186,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Glucose,Organic,Solid,1,Glucose,Glucose,Glucose,1.54,1,0.001,180.16,0,146,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Fructose,Organic,Solid,1,Fructose,Fructose,Fructose,1.69,1,0.001,180.16,0,103,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Maltose,Organic,Solid,1,Maltose,Maltose,Maltose,1.54,1,0.001,342.3,0,160,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lactose,Organic,Solid,1,Lactose,Lactose,Lactose,1.53,1,0.001,342.3,0,222,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Starch,Organic,Solid,1,Starch,Starch,Starch,1.5,1,0.001,162.14,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cellulose,Organic,Solid,1,Cellulose,Cellulose,Cellulose,1.5,1,0.001,162.14,0,260,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Glycerin,Organic,Liquid,1,Glycerin,Glycerin,Glycerin,1.261,1,0.001,92.09,0,17.8,290,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Acrolein,Organic,Liquid,1,Acrolein,Acrolein,Acrolein,0.84,1,0.001,56.06,0,-87,52.7,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Crotonaldehyde,Organic,Liquid,1,Crotonaldehyde,Crotonaldehyde,Crotonaldehyde,0.85,1,0.001,70.09,0,-76.5,104,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Furfural,Organic,Liquid,1,Furfural,Furfural,Furfural,1.16,1,0.001,96.08,0,-38.7,161.7,0.1,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Tetralin,Organic,Liquid,1,Tetralin,Tetralin,Tetralin,0.97,1,0.001,132.2,0,-36,207.6,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Decalin,Organic,Liquid,1,Decalin,Decalin,Decalin,0.87,1,0.001,138.25,0,-43,185,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cyclohexanol,Organic,Liquid,1,Cyclohexanol,Cyclohexanol,Cyclohexanol,0.96,1,0.001,100.16,0,25.9,161.1,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cyclohexanone,Organic,Liquid,1,Cyclohexanone,Cyclohexanone,Cyclohexanone,0.95,1,0.001,98.14,0,-16.4,155,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Adipic Acid,Organic,Solid,1,Adipic Acid,Adipic Acid,Adipic Acid,1.36,1,0.001,146.14,0,153,265,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Caprolactam,Organic,Solid,1,Caprolactam,Caprolactam,Caprolactam,1.13,1,0.001,113.16,0,70,268,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
