Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Butyl Acetate,Liquid,0,1,Butyl Acetate,Butyl Acetate,Butyl Acetate,0.88,1,0.001,116.16,0,-77.9,126.1,0.1,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Amyl Acetate,Liquid,0,1,Amyl Acetate,Amyl Acetate,Amyl Acetate,0.87,1,0.001,130.18,0,-70.8,142,0.1,0xF0F8FF,0.35,0xF0F8FF,0.35,0xF0F8FF,0.35,0xF0F8FF,0.35,0.4,0.3,,,,,0,0,0,0,0
Ethyl Acrylate,Liquid,0,1,Ethyl Acrylate,Ethyl Acrylate,Ethyl Acrylate,0.92,1,0.001,100.12,0,-71.2,99.4,0.1,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Butyl Acrylate,Liquid,0,1,Butyl Acrylate,Butyl Acrylate,Butyl Acrylate,0.9,1,0.001,128.17,0,-64.6,145.4,0.1,0xF0F8FF,0.35,0xF0F8FF,0.35,0xF0F8FF,0.35,0xF0F8FF,0.35,0.4,0.3,,,,,0,0,0,0,0
Ethyl Butyrate,Liquid,0,1,Ethyl Butyrate,Ethyl Butyrate,Ethyl Butyrate,0.88,1,0.001,116.16,0,-93.2,121,0.1,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Ethyl Propionate,Liquid,0,1,Ethyl Propionate,Ethyl Propionate,Ethyl Propionate,0.89,1,0.001,102.13,0,-73.9,99.1,0.1,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Diethyl Ether,Liquid,0,1,Diethyl Ether,Diethyl Ether,Diethyl Ether,0.71,1,0.001,74.12,0,-116.3,34.6,0.1,0xF8F8FF,0.2,0xF8F8FF,0.2,0xF8F8FF,0.2,0xF8F8FF,0.2,0.4,0.3,,,,,0,0,0,0,0
Tetrahydrofuran,Liquid,0,1,Tetrahydrofuran,Tetrahydrofuran,Tetrahydrofuran,0.89,1,0.001,72.11,0,-108.5,66,0.1,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0.4,0.3,,,,,0,0,0,0,0
Dioxane,Liquid,0,1,Dioxane,Dioxane,Dioxane,1.03,1,0.001,88.11,0,11.8,101,0.1,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Diisopropyl Ether,Liquid,0,1,Diisopropyl Ether,Diisopropyl Ether,Diisopropyl Ether,0.73,1,0.001,102.17,0,-85.5,68.5,0.1,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0.4,0.3,,,,,0,0,0,0,0
Dibutyl Ether,Liquid,0,1,Dibutyl Ether,Dibutyl Ether,Dibutyl Ether,0.77,1,0.001,130.23,0,-95.2,141,0.1,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Diglyme,Liquid,0,1,Diglyme,Diglyme,Diglyme,0.94,1,0.001,134.17,0,-68,162,0.1,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Benzene,Liquid,0,1,Benzene,Benzene,Benzene,0.879,1,0.001,78.11,0,5.5,80.1,0.1,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0.4,0.3,,,,,0,0,0,0,0
Toluene,Liquid,0,1,Toluene,Toluene,Toluene,0.867,1,0.001,92.14,0,-95,110.6,0.1,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0.4,0.3,,,,,0,0,0,0,0
Xylene,Liquid,0,1,Xylene,Xylene,Xylene,0.86,1,0.001,106.16,0,-47,138,0.1,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0.4,0.3,,,,,0,0,0,0,0
Ethylbenzene,Liquid,0,1,Ethylbenzene,Ethylbenzene,Ethylbenzene,0.87,1,0.001,106.16,0,-95,136.2,0.1,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0xFFFEF0,0.25,0.4,0.3,,,,,0,0,0,0,0
Styrene,Liquid,0,1,Styrene,Styrene,Styrene,0.906,1,0.001,104.15,0,-30.2,145.2,0.1,0xFFFEF0,0.3,0xFFFEF0,0.3,0xFFFEF0,0.3,0xFFFEF0,0.3,0.4,0.3,,,,,0,0,0,0,0
Cumene,Liquid,0,1,Cumene,Cumene,Cumene,0.86,1,0.001,120.19,0,-96,152.4,0.1,0xFFFEF0,0.3,0xFFFEF0,0.3,0xFFFEF0,0.3,0xFFFEF0,0.3,0.4,0.3,,,,,0,0,0,0,0
Cyclohexane,Liquid,0,1,Cyclohexane,Cyclohexane,Cyclohexane,0.779,1,0.001,84.16,0,6.5,80.7,0.1,0xE8F4F8,0.3,0xE8F4F8,0.3,0xE8F4F8,0.3,0xE8F4F8,0.3,0.4,0.3,,,,,0,0,0,0,0
Cyclopentane,Liquid,0,1,Cyclopentane,Cyclopentane,Cyclopentane,0.75,1,0.001,70.13,0,-93.9,49.3,0.1,0xE8F4F8,0.3,0xE8F4F8,0.3,0xE8F4F8,0.3,0xE8F4F8,0.3,0.4,0.3,,,,,0,0,0,0,0
Decalin,Liquid,0,1,Decalin,Decalin,Decalin,0.88,1,0.001,138.25,0,-43,194,0.1,0xE8F4F8,0.35,0xE8F4F8,0.35,0xE8F4F8,0.35,0xE8F4F8,0.35,0.4,0.3,,,,,0,0,0,0,0
Aniline,Liquid,0,1,Aniline,Aniline,Aniline,1.022,1,0.001,93.13,0,-6.3,184.4,0.1,0x8B4513,0.8,0x8B4513,0.8,0x8B4513,0.8,0x8B4513,0.8,0.4,0.3,,,,,0,0,0,0,0
Nitrobenzene,Liquid,0,1,Nitrobenzene,Nitrobenzene,Nitrobenzene,1.2,1,0.001,123.11,0,5.7,210.8,0.1,0xFFD700,0.85,0xFFD700,0.85,0xFFD700,0.85,0xFFD700,0.85,0.4,0.3,,,,,0,0,0,0,0
Bromine,Liquid,0,1,Bromine,Bromine,Bromine,3.12,1,0.001,159.81,0,-7.2,58.8,0.1,0x8B0000,0.95,0x8B0000,0.95,0x8B0000,0.95,0x8B0000,0.95,0.4,0.3,,,,,0,0,0,0,0
Bromine Pentafluoride,Liquid,0,1,Bromine Pentafluoride,Bromine Pentafluoride,Bromine Pentafluoride,2.47,1,0.001,149.9,0,-61.3,40.3,0.1,0xCD5C5C,0.9,0xCD5C5C,0.9,0xCD5C5C,0.9,0xCD5C5C,0.9,0.4,0.3,,,,,0,0,0,0,0
Furfural,Liquid,0,1,Furfural,Furfural,Furfural,1.16,1,0.001,96.08,0,-38.7,161.7,0.1,0xDAA520,0.8,0xDAA520,0.8,0xDAA520,0.8,0xDAA520,0.8,0.4,0.3,,,,,0,0,0,0,0
Aqua Regia,Liquid,0,1,Aqua Regia,Aqua Regia,Aqua Regia,1.12,1,0.001,140,0,-42,110,0.1,0xFFA500,0.7,0xFFA500,0.7,0xFFA500,0.7,0xFFA500,0.7,0.4,0.3,,,,,0,0,0,0,0
Chromic Acid,Liquid,0,1,Chromic Acid,Chromic Acid,Chromic Acid,1.35,1,0.001,118,0,-20,196,0.1,0xFF4500,0.85,0xFF4500,0.85,0xFF4500,0.85,0xFF4500,0.85,0.4,0.3,,,,,0,0,0,0,0
Hydrochloric Acid,Liquid,0,1,Hydrochloric Acid,Hydrochloric Acid,Hydrochloric Acid,1.18,1,0.001,36.46,0,-27.3,110,0.1,0xF0FFFF,0.35,0xF0FFFF,0.35,0xF0FFFF,0.35,0xF0FFFF,0.35,0.4,0.3,,,,,0,0,0,0,0
Sulfuric Acid,Liquid,0,1,Sulfuric Acid,Sulfuric Acid,Sulfuric Acid,1.84,1,0.001,98.08,0,10,337,0.1,0xFFFEF0,0.5,0xFFFEF0,0.5,0xFFFEF0,0.5,0xFFFEF0,0.5,0.4,0.3,,,,,0,0,0,0,0
Nitric Acid,Liquid,0,1,Nitric Acid,Nitric Acid,Nitric Acid,1.51,1,0.001,63.01,0,-42,83,0.1,0xFFF0F0,0.5,0xFFF0F0,0.5,0xFFF0F0,0.5,0xFFF0F0,0.5,0.4,0.3,,,,,0,0,0,0,0
Phosphoric Acid,Liquid,0,1,Phosphoric Acid,Phosphoric Acid,Phosphoric Acid,1.88,1,0.001,98,0,42.4,158,0.1,0xF8F8FF,0.5,0xF8F8FF,0.5,0xF8F8FF,0.5,0xF8F8FF,0.5,0.4,0.3,,,,,0,0,0,0,0
Hydrogen Peroxide,Liquid,0,1,Hydrogen Peroxide,Hydrogen Peroxide,Hydrogen Peroxide,1.45,1,0.001,34.01,0,-0.4,150.2,0.1,0xADD8E6,0.4,0xADD8E6,0.4,0xADD8E6,0.4,0xADD8E6,0.4,0.4,0.3,,,,,0,0,0,0,0
Ammonia,Liquid,0,1,Ammonia,Ammonia,Ammonia,0.73,1,0.001,17.03,0,-77.7,-33.3,0.1,0xADD8E6,0.4,0xADD8E6,0.4,0xADD8E6,0.4,0xADD8E6,0.4,0.4,0.3,,,,,0,0,0,0,0
Deuterium Oxide,Liquid,0,1,Deuterium Oxide,Deuterium Oxide,Deuterium Oxide,1.11,1,0.001,20.03,0,3.8,101.4,0.1,0xADD8E6,0.4,0xADD8E6,0.4,0xADD8E6,0.4,0xADD8E6,0.4,0.4,0.3,,,,,0,0,0,0,0
Acetaldehyde,Liquid,0,1,Acetaldehyde,Acetaldehyde,Acetaldehyde,0.78,1,0.001,44.05,0,-123.4,20.2,0.1,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0.4,0.3,,,,,0,0,0,0,0
Propionaldehyde,Liquid,0,1,Propionaldehyde,Propionaldehyde,Propionaldehyde,0.81,1,0.001,58.08,0,-80,48,0.1,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0.4,0.3,,,,,0,0,0,0,0
Butyraldehyde,Liquid,0,1,Butyraldehyde,Butyraldehyde,Butyraldehyde,0.8,1,0.001,72.11,0,-96,74.8,0.1,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0.4,0.3,,,,,0,0,0,0,0
Benzaldehyde,Liquid,0,1,Benzaldehyde,Benzaldehyde,Benzaldehyde,1.04,1,0.001,106.12,0,-26,178.8,0.1,0xFFFEF0,0.35,0xFFFEF0,0.35,0xFFFEF0,0.35,0xFFFEF0,0.35,0.4,0.3,,,,,0,0,0,0,0
Acrolein,Liquid,0,1,Acrolein,Acrolein,Acrolein,0.84,1,0.001,56.06,0,-87,52.7,0.1,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0xF5F5F5,0.3,0.4,0.3,,,,,0,0,0,0,0
Acetone Cyanohydrin,Liquid,0,1,Acetone Cyanohydrin,Acetone Cyanohydrin,Acetone Cyanohydrin,0.93,1,0.001,85.09,0,-20,82,0.1,0xF5F5F5,0.4,0xF5F5F5,0.4,0xF5F5F5,0.4,0xF5F5F5,0.4,0.4,0.3,,,,,0,0,0,0,0
Acetyl Chloride,Liquid,0,1,Acetyl Chloride,Acetyl Chloride,Acetyl Chloride,1.1,1,0.001,78.5,0,-112,50.9,0.1,0xF5F5F5,0.35,0xF5F5F5,0.35,0xF5F5F5,0.35,0xF5F5F5,0.35,0.4,0.3,,,,,0,0,0,0,0
Chloroform,Liquid,0,1,Chloroform,Chloroform,Chloroform,1.48,1,0.001,119.38,0,-63.5,60.6,0.1,0xF8F8FF,0.4,0xF8F8FF,0.4,0xF8F8FF,0.4,0xF8F8FF,0.4,0.4,0.3,,,,,0,0,0,0,0
Carbon Tetrachloride,Liquid,0,1,Carbon Tetrachloride,Carbon Tetrachloride,Carbon Tetrachloride,1.594,1,0.001,153.82,0,-22.9,76.7,0.1,0xF8F8FF,0.4,0xF8F8FF,0.4,0xF8F8FF,0.4,0xF8F8FF,0.4,0.4,0.3,,,,,0,0,0,0,0
Dichloromethane,Liquid,0,1,Dichloromethane,Dichloromethane,Dichloromethane,1.33,1,0.001,84.93,0,-97.4,40,0.1,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0.4,0.3,,,,,0,0,0,0,0
Ethylamine,Liquid,0,1,Ethylamine,Ethylamine,Ethylamine,0.69,1,0.001,45.08,0,-81,16.6,0.1,0xADD8E6,0.35,0xADD8E6,0.35,0xADD8E6,0.35,0xADD8E6,0.35,0.4,0.3,,,,,0,0,0,0,0
Triethylamine,Liquid,0,1,Triethylamine,Triethylamine,Triethylamine,0.73,1,0.001,101.19,0,-114.7,89,0.1,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0xF0F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Acetonitrile,Liquid,0,1,Acetonitrile,Acetonitrile,Acetonitrile,0.79,1,0.001,41.05,0,-43.8,81.6,0.1,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0.4,0.3,,,,,0,0,0,0,0
Acrylonitrile,Liquid,0,1,Acrylonitrile,Acrylonitrile,Acrylonitrile,0.81,1,0.001,101.07,0,-83.5,77.3,0.1,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0xF8F8FF,0.25,0.4,0.3,,,,,0,0,0,0,0
Cyclohexanol,Liquid,0,1,Cyclohexanol,Cyclohexanol,Cyclohexanol,0.96,1,0.001,100.16,0,25.9,161.1,0.1,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0.4,0.3,,,,,0,0,0,0,0
Dimethyl Sulfoxide,Liquid,0,1,Dimethyl Sulfoxide,Dimethyl Sulfoxide,Dimethyl Sulfoxide,1.1,1,0.001,78.13,0,18.5,189,0.1,0xF8F8FF,0.4,0xF8F8FF,0.4,0xF8F8FF,0.4,0xF8F8FF,0.4,0.4,0.3,,,,,0,0,0,0,0
Dimethyl Formamide,Liquid,0,1,Dimethyl Formamide,Dimethyl Formamide,Dimethyl Formamide,0.94,1,0.001,73.09,0,-60.4,153,0.1,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Dimethyl Acetamide,Liquid,0,1,Dimethyl Acetamide,Dimethyl Acetamide,Dimethyl Acetamide,0.94,1,0.001,87.12,0,-20,165,0.1,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Chloroethane,Liquid,0,1,Chloroethane,Chloroethane,Chloroethane,0.002,1,0.001,64.51,0,-138.4,12.3,0.1,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0xF8F8FF,0.3,0.4,0.3,,,,,0,0,0,0,0
Bromoethane,Liquid,0,1,Bromoethane,Bromoethane,Bromoethane,1.46,1,0.001,108.97,0,-118.6,38.4,0.1,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0.4,0.3,,,,,0,0,0,0,0
Iodoethane,Liquid,0,1,Iodoethane,Iodoethane,Iodoethane,1.95,1,0.001,155.97,0,-108,72.4,0.1,0xFFFEF0,0.45,0xFFFEF0,0.45,0xFFFEF0,0.45,0xFFFEF0,0.45,0.4,0.3,,,,,0,0,0,0,0
Chlorobenzene,Liquid,0,1,Chlorobenzene,Chlorobenzene,Chlorobenzene,1.11,1,0.001,112.56,0,-45.2,131.6,0.1,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0.4,0.3,,,,,0,0,0,0,0
Benzyl Chloride,Liquid,0,1,Benzyl Chloride,Benzyl Chloride,Benzyl Chloride,1.1,1,0.001,126.58,0,-39,179.4,0.1,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0.4,0.3,,,,,0,0,0,0,0
Benzoyl Chloride,Liquid,0,1,Benzoyl Chloride,Benzoyl Chloride,Benzoyl Chloride,1.21,1,0.001,140.57,0,-1,197.2,0.1,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0xFFFEF0,0.4,0.4,0.3,,,,,0,0,0,0,0
Ethyl Chloroacetate,Liquid,0,1,Ethyl Chloroacetate,Ethyl Chloroacetate,Ethyl Chloroacetate,1.15,1,0.001,122.55,0,-26,144,0.1,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0.4,0.3,,,,,0,0,0,0,0
Ethyl Iodide,Liquid,0,1,Ethyl Iodide,Ethyl Iodide,Ethyl Iodide,1.95,1,0.001,155.97,0,-108,72.4,0.1,0xFFFEF0,0.45,0xFFFEF0,0.45,0xFFFEF0,0.45,0xFFFEF0,0.45,0.4,0.3,,,,,0,0,0,0,0
Ethylene Dichloride,Liquid,0,1,Ethylene Dichloride,Ethylene Dichloride,Ethylene Dichloride,1.25,1,0.001,98.96,0,-35.7,83.5,0.1,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0.4,0.3,,,,,0,0,0,0,0
Dichloroethane,Liquid,0,1,Dichloroethane,Dichloroethane,Dichloroethane,1.25,1,0.001,98.96,0,-35.7,83.5,0.1,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0xF8F8FF,0.35,0.4,0.3,,,,,0,0,0,0,0
Sodium Chloride,Solid,0,1,Sodium Chloride,Sodium Chloride,Sodium Chloride,2.165,1,0.001,58.44,0,801,1413,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Potassium Chloride,Solid,0,1,Potassium Chloride,Potassium Chloride,Potassium Chloride,1.984,1,0.001,74.55,0,770,1420,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Calcium Chloride,Solid,0,1,Calcium Chloride,Calcium Chloride,Calcium Chloride,2.15,1,0.001,110.98,0,772,1935,0.1,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0.4,0.3,,,,,0,0,0,0,0
Magnesium Chloride,Solid,0,1,Magnesium Chloride,Magnesium Chloride,Magnesium Chloride,2.32,1,0.001,95.21,0,714,1418,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Lithium Chloride,Solid,0,1,Lithium Chloride,Lithium Chloride,Lithium Chloride,2.07,1,0.001,42.39,0,605,1382,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Barium Chloride,Solid,0,1,Barium Chloride,Barium Chloride,Barium Chloride,3.86,1,0.001,208.23,0,962,1560,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Strontium Chloride,Solid,0,1,Strontium Chloride,Strontium Chloride,Strontium Chloride,3.05,1,0.001,158.53,0,875,1250,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Zinc Chloride,Solid,0,1,Zinc Chloride,Zinc Chloride,Zinc Chloride,2.91,1,0.001,136.29,0,283,732,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Iron(III) Chloride,Solid,0,1,Iron(III) Chloride,Iron(III) Chloride,Iron(III) Chloride,2.9,1,0.001,162.2,0,306,316,0.1,0xD4A017,1.0,0xD4A017,1.0,0xD4A017,1.0,0xD4A017,1.0,0.4,0.3,,,,,0,0,0,0,0
Iron(II) Chloride,Solid,0,1,Iron(II) Chloride,Iron(II) Chloride,Iron(II) Chloride,3.16,1,0.001,126.75,0,677,1024,0.1,0x90EE90,1.0,0x90EE90,1.0,0x90EE90,1.0,0x90EE90,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Chloride,Solid,0,1,Copper Chloride,Copper Chloride,Copper Chloride,3.39,1,0.001,134.45,0,430,1490,0.1,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0.4,0.3,,,,,0,0,0,0,0
Lead Chloride,Solid,0,1,Lead Chloride,Lead Chloride,Lead Chloride,5.85,1,0.001,278.1,0,501,950,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Silver Chloride,Solid,0,1,Silver Chloride,Silver Chloride,Silver Chloride,5.56,1,0.001,143.32,0,455,1547,0.1,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0xFFFFE0,1.0,0.4,0.3,,,,,0,0,0,0,0
Mercury Chloride,Solid,0,1,Mercury Chloride,Mercury Chloride,Mercury Chloride,5.44,1,0.001,271.52,0,277,304,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Aluminum Chloride,Solid,0,1,Aluminum Chloride,Aluminum Chloride,Aluminum Chloride,2.48,1,0.001,133.34,0,192.6,180,0.1,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0.4,0.3,,,,,0,0,0,0,0
Cobalt Chloride,Solid,0,1,Cobalt Chloride,Cobalt Chloride,Cobalt Chloride,3.356,1,0.001,129.84,0,726,0,0.1,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0xFFB6C1,1.0,0.4,0.3,,,,,0,0,0,0,0
Nickel Chloride,Solid,0,1,Nickel Chloride,Nickel Chloride,Nickel Chloride,3.51,1,0.001,129.6,0,1001,0,0.1,0x98FB98,1.0,0x98FB98,1.0,0x98FB98,1.0,0x98FB98,1.0,0.4,0.3,,,,,0,0,0,0,0
Sodium Hydroxide,Solid,0,1,Sodium Hydroxide,Sodium Hydroxide,Sodium Hydroxide,2.13,1,0.001,40,0,323,1388,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Potassium Hydroxide,Solid,0,1,Potassium Hydroxide,Potassium Hydroxide,Potassium Hydroxide,2.12,1,0.001,56.11,0,360,1327,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Calcium Hydroxide,Solid,0,1,Calcium Hydroxide,Calcium Hydroxide,Calcium Hydroxide,2.21,1,0.001,74.09,0,512,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Magnesium Hydroxide,Solid,0,1,Magnesium Hydroxide,Magnesium Hydroxide,Magnesium Hydroxide,2.37,1,0.001,58.32,0,350,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Barium Hydroxide,Solid,0,1,Barium Hydroxide,Barium Hydroxide,Barium Hydroxide,3.74,1,0.001,171.34,0,408,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Zinc Hydroxide,Solid,0,1,Zinc Hydroxide,Zinc Hydroxide,Zinc Hydroxide,3.05,1,0.001,99.39,0,125,0,0.1,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Hydroxide,Solid,0,1,Copper Hydroxide,Copper Hydroxide,Copper Hydroxide,3.37,1,0.001,97.56,0,0,0,0.1,0x87CEEB,1.0,0x87CEEB,1.0,0x87CEEB,1.0,0x87CEEB,1.0,0.4,0.3,,,,,0,0,0,0,0
Iron(III) Hydroxide,Solid,0,1,Iron(III) Hydroxide,Iron(III) Hydroxide,Iron(III) Hydroxide,3.9,1,0.001,106.87,0,0,0,0.1,0xD2691E,1.0,0xD2691E,1.0,0xD2691E,1.0,0xD2691E,1.0,0.4,0.3,,,,,0,0,0,0,0
Aluminum Hydroxide,Solid,0,1,Aluminum Hydroxide,Aluminum Hydroxide,Aluminum Hydroxide,2.42,1,0.001,78,0,300,0,0.1,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0xF5F5F5,1.0,0.4,0.3,,,,,0,0,0,0,0
Sodium Sulfate,Solid,0,1,Sodium Sulfate,Sodium Sulfate,Sodium Sulfate,2.66,1,0.001,142.04,0,884,1429,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Potassium Sulfate,Solid,0,1,Potassium Sulfate,Potassium Sulfate,Potassium Sulfate,2.66,1,0.001,174.26,0,1069,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Calcium Sulfate,Solid,0,1,Calcium Sulfate,Calcium Sulfate,Calcium Sulfate,2.96,1,0.001,136.14,0,1460,0,0.1,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0xFFFAF0,1.0,0.4,0.3,,,,,0,0,0,0,0
Magnesium Sulfate,Solid,0,1,Magnesium Sulfate,Magnesium Sulfate,Magnesium Sulfate,2.66,1,0.001,120.37,0,1124,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Barium Sulfate,Solid,0,1,Barium Sulfate,Barium Sulfate,Barium Sulfate,4.49,1,0.001,233.39,0,1580,0,0.1,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0xFFFFFF,1.0,0.4,0.3,,,,,0,0,0,0,0
Copper Sulfate,Solid,0,1,Copper Sulfate,Copper Sulfate,Copper Sulfate,3.6,1,0.001,159.61,0,150,0,0.1,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0x4169E1,1.0,0.4,0.3,,,,,0,0,0,0,0
Iron Sulfate,Solid,0,1,Iron Sulfate,Iron Sulfate,Iron Sulfate,3.65,1,0.001,151.91,0,64,0,0.1,0x98FB98,1.0,0x98FB98,1.0,0x98FB98,1.0,0x98FB98,1.0,0.4,0.3,,,,,0,0,0,0,0
